term,estimate,std.error,statistic,p.value,conf.low,conf.high,climate_spec,climate_label,climate_var,effort_spec,effort_label,effort_var,hr,hr_lower,hr_upper
year_c,-0.0250758030084017,0.0145767424203001,-1.72026110398166,0.0853849903349407,-0.0536462181521899,0.00349461213538646,clim_orig,"Temp gradient
(legacy)",temp_grad_z,spec_D,Birding days,log_effort_days_z,0.975235983404918,0.947767350081161,1.00350072541148
temp_grad_z,-0.140682546311037,0.0496181792809746,-2.8353024707817,0.00457823170088249,-0.237934177701747,-0.0434309149203266,clim_orig,"Temp gradient
(legacy)",temp_grad_z,spec_D,Birding days,log_effort_days_z,0.868765060599929,0.788254574113898,0.957498700680093
log_effort_days_z,0.166584357250841,0.103918370489863,1.60303088342875,0.108927835868385,-0.0370956489092907,0.370264363410972,clim_orig,"Temp gradient
(legacy)",temp_grad_z,spec_D,Birding days,log_effort_days_z,1.18126317978184,0.963583965185856,1.44811739331835
temp_grad_z:log_effort_days_z,0.268271682917988,0.0478529776891516,5.60616487986716,2.06858914457279e-08,0.174479846647251,0.362063519188725,clim_orig,"Temp gradient
(legacy)",temp_grad_z,spec_D,Birding days,log_effort_days_z,1.30770237215383,1.1906267470224,1.43629017104936
year_c,0.00905196048268867,0.013146495817079,0.688545495973842,0.491109330393746,-0.0167151713187861,0.0348190922841635,clim_velocity,"Climate
velocity",climate_velocity_z,spec_A,Record-based,log_effort_record_z,1.0090930533738,0.983423752037769,1.03543237414928
climate_velocity_z,-0.125475786660312,0.119029357491688,-1.05415831274293,0.291810442278726,-0.358773327344021,0.107821754023396,clim_velocity,"Climate
velocity",climate_velocity_z,spec_A,Record-based,log_effort_record_z,0.882077122201451,0.698532671663427,1.11384918855461
log_effort_record_z,-0.10635810418588,0.0802811724723444,-1.32482001583272,0.185230854433051,-0.263709202231675,0.0509929938599147,clim_velocity,"Climate
velocity",climate_velocity_z,spec_A,Record-based,log_effort_record_z,0.899102618008163,0.768196897122523,1.05231552058743
climate_velocity_z:log_effort_record_z,-0.0214437713501972,0.0533089615602559,-0.402254531369159,0.687496713546677,-0.125929336008299,0.0830417933079044,clim_velocity,"Climate
velocity",climate_velocity_z,spec_A,Record-based,log_effort_record_z,0.978784511653422,0.881677147408812,1.08658721967353
year_c,-0.0275181548261143,0.0160242721945823,-1.71727954268139,0.0859281080199386,-0.0589257283274955,0.00388941867526697,clim_velocity,"Climate
velocity",climate_velocity_z,spec_B,Observer visits,log_effort_visits_z,0.972857020343089,0.942776788165709,1.00389699227987
climate_velocity_z,-0.0873644826267896,0.118492145979357,-0.73730188532504,0.46093878596494,-0.319609088746329,0.14488012349275,clim_velocity,"Climate
velocity",climate_velocity_z,spec_B,Observer visits,log_effort_visits_z,0.91634304363919,0.726432952393357,1.15590099658813
log_effort_visits_z,0.158662258410673,0.103393699214331,1.53454475095018,0.124895692745286,-0.0439893920494154,0.361313908870761,clim_velocity,"Climate
velocity",climate_velocity_z,spec_B,Observer visits,log_effort_visits_z,1.17194206625578,0.956964108847182,1.43521391655369
climate_velocity_z:log_effort_visits_z,-0.0700647603269388,0.0571546855211838,-1.22587955279659,0.220244004438523,-0.182087943948459,0.0419584232945815,clim_velocity,"Climate
velocity",climate_velocity_z,spec_B,Observer visits,log_effort_visits_z,0.932333439732476,0.833528033445918,1.04285111953561
year_c,-0.0134718268586842,0.0101155867996487,-1.33178896345905,0.182929545614212,-0.0332983769859956,0.00635472326862722,clim_velocity,"Climate
velocity",climate_velocity_z,spec_C,PCA composite,effort_pc1_z,0.986618512068949,0.967249911414915,1.00637495736052
climate_velocity_z,-0.103761622969211,0.118255822066319,-0.87743352636812,0.380251209718536,-0.335543034219195,0.128019788280774,clim_velocity,"Climate
velocity",climate_velocity_z,spec_C,PCA composite,effort_pc1_z,0.901440154439148,0.71494973874594,1.13657549334952
effort_pc1_z,0.0440368430181632,0.0530474778025453,0.830140184648896,0.406459529413807,-0.0599362134748257,0.148009899511152,clim_velocity,"Climate
velocity",climate_velocity_z,spec_C,PCA composite,effort_pc1_z,1.04502085590157,0.941824607387308,1.15952437503064
climate_velocity_z:effort_pc1_z,-0.127728847339104,0.0611216823520436,-2.0897469183427,0.0366405399266972,-0.24752734474911,-0.00793034992909887,clim_velocity,"Climate
velocity",climate_velocity_z,spec_C,PCA composite,effort_pc1_z,0.880091986077587,0.780728871683915,0.99210101233656
year_c,-0.0220585439731433,0.0147177761432871,-1.49876881931,0.1339336162493,-0.0509053852139861,0.00678829726769938,clim_velocity,"Climate
velocity",climate_velocity_z,spec_D,Birding days,log_effort_days_z,0.978182966657537,0.950368585199054,1.00681138998143
climate_velocity_z,-0.0913522774688474,0.117591946442352,-0.776858281818064,0.437242386728901,-0.321832492495857,0.139127937558163,clim_velocity,"Climate
velocity",climate_velocity_z,spec_D,Birding days,log_effort_days_z,0.912696131976887,0.724819592882657,1.14927112553983
log_effort_days_z,0.139420447197892,0.104708629824751,1.33150865818068,0.183021698008045,-0.0658084672586204,0.344649361654405,clim_velocity,"Climate
velocity",climate_velocity_z,spec_D,Birding days,log_effort_days_z,1.14960734759441,0.936310181174326,1.41149490864822
climate_velocity_z:log_effort_days_z,-0.0662740282197846,0.0586983792589857,-1.12906061558146,0.258872264032501,-0.181322851567397,0.0487747951278273,clim_velocity,"Climate
velocity",climate_velocity_z,spec_D,Birding days,log_effort_days_z,0.9358743731619,0.83416600341557,1.04998386263032
year_c,0.00746746448222423,0.0131583095369707,0.567509410022844,0.570368135195602,-0.0183228222102384,0.0332577511746869,clim_mahal,"Mahalanobis
distance",mahalanobis_dist_z,spec_A,Record-based,log_effort_record_z,1.00749541552628,0.981844020135071,1.03381697244215
mahalanobis_dist_z,-0.0359839832273272,0.0769619497842703,-0.467555504092514,0.640102491171802,-0.186829404804497,0.114861438349843,clim_mahal,"Mahalanobis
distance",mahalanobis_dist_z,spec_A,Record-based,log_effort_record_z,0.964655744031148,0.829585247571993,1.12171799970627
log_effort_record_z,-0.128779180498474,0.0818176611719617,-1.57397777758288,0.115492587057332,-0.289141796395519,0.0315834353985713,clim_mahal,"Mahalanobis
distance",mahalanobis_dist_z,spec_A,Record-based,log_effort_record_z,0.879168081570023,0.748906005701289,1.03208748463397
mahalanobis_dist_z:log_effort_record_z,0.115257387706797,0.0432569939985942,2.66447982285922,0.00771074919142467,0.0304736794695521,0.200041095944041,clim_mahal,"Mahalanobis
distance",mahalanobis_dist_z,spec_A,Record-based,log_effort_record_z,1.12216223116772,1.03094275473151,1.22145295389098
year_c,-0.0230306534962528,0.0162426760364259,-1.41791004417031,0.15621702956006,-0.0548662985276476,0.00880499153514208,clim_mahal,"Mahalanobis
distance",mahalanobis_dist_z,spec_B,Observer visits,log_effort_visits_z,0.977232527720524,0.946611702871426,1.00884386949604
mahalanobis_dist_z,-0.0704491496901138,0.0794520545392784,-0.886687576534426,0.375247128823184,-0.2261751765871,0.0852768772068719,clim_mahal,"Mahalanobis
distance",mahalanobis_dist_z,spec_B,Observer visits,log_effort_visits_z,0.931975129545035,0.797578372370165,1.08901854937381
log_effort_visits_z,0.114080111596907,0.107525479386538,1.0609588745641,0.288708591323652,-0.0966698280007081,0.324830051194521,clim_mahal,"Mahalanobis
distance",mahalanobis_dist_z,spec_B,Observer visits,log_effort_visits_z,1.12084191372313,0.907855705187682,1.38379545161179
mahalanobis_dist_z:log_effort_visits_z,0.103512701718109,0.0462180304635018,2.23966059739072,0.0251129654471874,0.0129253620096456,0.194100041426573,clim_mahal,"Mahalanobis
distance",mahalanobis_dist_z,spec_B,Observer visits,log_effort_visits_z,1.10905988024157,1.01300925556304,1.21421774895609
year_c,-0.00617100147227544,0.0108671255847245,-0.567859589379345,0.570130313487179,-0.0274705676183355,0.0151285646737846,clim_mahal,"Mahalanobis
distance",mahalanobis_dist_z,spec_C,PCA composite,effort_pc1_z,0.993848000051075,0.972903316993811,1.01524358068542
mahalanobis_dist_z,-0.067936783354552,0.0724009115420726,-0.938341547192725,0.348068914798558,-0.209842569977014,0.0739690032679102,clim_mahal,"Mahalanobis
distance",mahalanobis_dist_z,spec_C,PCA composite,effort_pc1_z,0.93431953625718,0.810711866312035,1.07677342852145
effort_pc1_z,-0.0388220026270259,0.0652807472689571,-0.594692987613623,0.552048710068543,-0.166772267274182,0.0891282620201299,clim_mahal,"Mahalanobis
distance",mahalanobis_dist_z,spec_C,PCA composite,effort_pc1_z,0.96192191348256,0.846392340625815,1.09322086605107
mahalanobis_dist_z:effort_pc1_z,0.122758048227613,0.0398272976527977,3.0822590399625,0.0020543597805138,0.0446965448281296,0.200819551627096,clim_mahal,"Mahalanobis
distance",mahalanobis_dist_z,spec_C,PCA composite,effort_pc1_z,1.13061083455617,1.0457104855016,1.2224041710767
year_c,-0.0231481729261459,0.0150103048507573,-1.54215208527081,0.123036640450741,-0.0525683704336301,0.00627202458133835,clim_mahal,"Mahalanobis
distance",mahalanobis_dist_z,spec_D,Birding days,log_effort_days_z,0.977117690658918,0.948789449692086,1.00629173491386
mahalanobis_dist_z,-0.0604020821279263,0.0803286319468049,-0.751937144503166,0.452088859149702,-0.217846200743664,0.0970420364878113,clim_mahal,"Mahalanobis
distance",mahalanobis_dist_z,spec_D,Birding days,log_effort_days_z,0.941385943013931,0.804249125072453,1.10190669293472
log_effort_days_z,0.133840425733562,0.105606029934734,1.26735590587277,0.205028058811116,-0.0731473929385171,0.340828244405642,clim_mahal,"Mahalanobis
distance",mahalanobis_dist_z,spec_D,Birding days,log_effort_days_z,1.14321037813107,0.929463823524951,1.40611171256792
mahalanobis_dist_z:log_effort_days_z,0.125673595768123,0.0559060770401953,2.24794159099675,0.0245799146408042,0.0160976847693405,0.235249506766906,clim_mahal,"Mahalanobis
distance",mahalanobis_dist_z,spec_D,Birding days,log_effort_days_z,1.13391199419964,1.01622795055062,1.26522441140606
year_c,0.00531535956004762,0.0131856684214578,0.403116428394152,0.686862575527549,-0.0205285505460096,0.0311592696661048,clim_exposure,"Climate
exposure",climate_exposure_z,spec_A,Record-based,log_effort_record_z,1.00532951114615,0.979680725655596,1.03164980132177
climate_exposure_z,-0.242280693882362,0.126127727864476,-1.92091539255106,0.0547423748820547,-0.489491040496734,0.00492965273201004,clim_exposure,"Climate
exposure",climate_exposure_z,spec_A,Record-based,log_effort_record_z,0.784835848009504,0.612938275570453,1.00494182346098
log_effort_record_z,-0.0763300858835563,0.0814729556275448,-0.936876357260202,0.348822162045212,-0.236017078913544,0.0833569071464316,clim_exposure,"Climate
exposure",climate_exposure_z,spec_A,Record-based,log_effort_record_z,0.926510328098804,0.789767185452139,1.08692967229616
climate_exposure_z:log_effort_record_z,0.00540054901098277,0.055780015480529,0.0968187076403362,0.922870367180863,-0.103928281330854,0.11472937935282,clim_exposure,"Climate
exposure",climate_exposure_z,spec_A,Record-based,log_effort_record_z,1.00541515826328,0.901289934417948,1.121569876533
year_c,-0.0314866785836015,0.0159735956872196,-1.97117037391862,0.048704391384071,-0.0627949261305519,-0.000178431036651175,clim_exposure,"Climate
exposure",climate_exposure_z,spec_B,Observer visits,log_effort_visits_z,0.969003864871736,0.939136046205596,0.99982158488122
climate_exposure_z,-0.269319426562893,0.125423901842318,-2.14727354680354,0.0317715105190866,-0.515150274173836,-0.0234885789519499,clim_exposure,"Climate
exposure",climate_exposure_z,spec_B,Observer visits,log_effort_visits_z,0.763899206974379,0.597410812456154,0.976785130515048
log_effort_visits_z,0.192273244251235,0.102757683456914,1.8711325302682,0.061326713657487,-0.00913181532431753,0.393678303826787,clim_exposure,"Climate
exposure",climate_exposure_z,spec_B,Observer visits,log_effort_visits_z,1.2120016442053,0.990909753073368,1.48242358196629
climate_exposure_z:log_effort_visits_z,-0.0171057690139026,0.060329280173529,-0.2835400814447,0.776762861156685,-0.135351158154019,0.101139620126214,clim_exposure,"Climate
exposure",climate_exposure_z,spec_B,Observer visits,log_effort_visits_z,0.983039703995923,0.873409153084893,1.10643111103103
year_c,-0.015580048739205,0.0101101523089574,-1.54103007186166,0.123309467269379,-0.0353959472647616,0.00423584978635155,clim_exposure,"Climate
exposure",climate_exposure_z,spec_C,PCA composite,effort_pc1_z,0.984540692356159,0.965223163115197,1.00424483367838
climate_exposure_z,-0.27024376548558,0.12517710173895,-2.15889137654871,0.0308585950458222,-0.515590884893923,-0.0248966460772376,clim_exposure,"Climate
exposure",climate_exposure_z,spec_C,PCA composite,effort_pc1_z,0.763193431442511,0.597147644829386,0.975410719342976
effort_pc1_z,0.0798571341656925,0.0506889232468008,1.57543559915198,0.115155932710921,-0.0194931553980371,0.179207423729422,clim_exposure,"Climate
exposure",climate_exposure_z,spec_C,PCA composite,effort_pc1_z,1.08313231401901,0.980695607636775,1.19626885298204
climate_exposure_z:effort_pc1_z,0.0142571377141916,0.0539527868599434,0.264252109000446,0.791585660416748,-0.0914903245312975,0.120004599959681,clim_exposure,"Climate
exposure",climate_exposure_z,spec_C,PCA composite,effort_pc1_z,1.01435925542706,0.912570145653179,1.12750203803136
year_c,-0.0252745458034271,0.0146663581459397,-1.72330073709705,0.0848341545488442,-0.0540206077694688,0.0034715161626146,clim_exposure,"Climate
exposure",climate_exposure_z,spec_D,Birding days,log_effort_days_z,0.975042181538767,0.947412582240537,1.00347754885369
climate_exposure_z,-0.251174154167482,0.124137253460774,-2.0233583969767,0.0430362101812161,-0.494483170950599,-0.0078651373843654,clim_exposure,"Climate
exposure",climate_exposure_z,spec_D,Birding days,log_effort_days_z,0.777886887518453,0.60988603267483,0.992165711877795
log_effort_days_z,0.162126116110585,0.104197265214257,1.55595365940948,0.119719112181977,-0.0421005237093601,0.366352755930529,clim_exposure,"Climate
exposure",climate_exposure_z,spec_D,Birding days,log_effort_days_z,1.17600854559281,0.958773396269883,1.44246399064458
climate_exposure_z:log_effort_days_z,-0.0674713234772168,0.0669051696459205,-1.00846203416406,0.313232705142386,-0.198605455983221,0.0636628090287874,clim_exposure,"Climate
exposure",climate_exposure_z,spec_D,Birding days,log_effort_days_z,0.934754525741141,0.819873305635791,1.06573298262951
year_c,0.00546940728336436,0.0131291030942152,0.416586513497196,0.676980875629405,-0.0202636347812974,0.0312024493480262,clim_warming,"Warming
rate",warming_rate_z,spec_A,Record-based,log_effort_record_z,1.00548439179773,0.979940292904417,1.03169434859381
warming_rate_z,-0.274424502299394,0.118575335117353,-2.31434726309479,0.0206486811968652,-0.506832159129406,-0.0420168454693813,clim_warming,"Warming
rate",warming_rate_z,spec_A,Record-based,log_effort_record_z,0.760009381043696,0.602400869484937,0.958853628097004
log_effort_record_z,-0.0777609126558061,0.0814563744264072,-0.954632626401268,0.339763511831723,-0.237415406531564,0.0818935812199519,clim_warming,"Warming
rate",warming_rate_z,spec_A,Record-based,log_effort_record_z,0.925185600270621,0.788663603948983,1.08534030309262
warming_rate_z:log_effort_record_z,0.00436535835175918,0.0496535850692234,0.0879162772571872,0.929943219318847,-0.0929556683839187,0.101686385087437,clim_warming,"Warming
rate",warming_rate_z,spec_A,Record-based,log_effort_record_z,1.00437490040831,0.911233895871965,1.10703623420955
year_c,-0.0306740887072934,0.0158600352645982,-1.9340492120949,0.0531070774599503,-0.0617597578259058,0.000411580411319043,clim_warming,"Warming
rate",warming_rate_z,spec_B,Observer visits,log_effort_visits_z,0.96979158760685,0.94010871342466,1.00041166512216
warming_rate_z,-0.273096191530943,0.118741908903474,-2.29991410827784,0.0214530866401407,-0.505830332981753,-0.0403620500801334,clim_warming,"Warming
rate",warming_rate_z,spec_B,Observer visits,log_effort_visits_z,0.761019580469513,0.603004672829844,0.960441648221553
log_effort_visits_z,0.179451026937423,0.101937243456399,1.7604069018619,0.078338839956421,-0.0203459702371201,0.379248024111966,clim_warming,"Warming
rate",warming_rate_z,spec_B,Observer visits,log_effort_visits_z,1.19656030340995,0.9798596123952,1.46118540001529
warming_rate_z:log_effort_visits_z,-0.0569654296306079,0.0557769583230686,-1.02130756755604,0.307108742185241,-0.166288267943822,0.0523574086826065,clim_warming,"Warming
rate",warming_rate_z,spec_B,Observer visits,log_effort_visits_z,0.944626724896881,0.846802093103863,1.05375229543742
year_c,-0.0168317444878224,0.00999730579522854,-1.68362805265553,0.0922535737600374,-0.0364264638464704,0.0027629748708255,clim_warming,"Warming
rate",warming_rate_z,spec_C,PCA composite,effort_pc1_z,0.983309117896251,0.964228996980882,1.00276679540376
warming_rate_z,-0.280885192459323,0.118344429218205,-2.37345512851664,0.0176225341353916,-0.512840273727005,-0.0489301111916415,clim_warming,"Warming
rate",warming_rate_z,spec_C,PCA composite,effort_pc1_z,0.755115023402664,0.598792426850434,0.952247678828494
effort_pc1_z,0.0840661066701618,0.0485963468204474,1.72988531382343,0.0836507676940646,-0.011182733097915,0.179314946438239,clim_warming,"Warming
rate",warming_rate_z,spec_C,PCA composite,effort_pc1_z,1.08770079570994,0.988879561238644,1.19639748596495
warming_rate_z:effort_pc1_z,-0.0616752258531041,0.0514182102990656,-1.19948215805996,0.230340518301834,-0.162454918039273,0.0391044663330644,clim_warming,"Warming
rate",warming_rate_z,spec_C,PCA composite,effort_pc1_z,0.940188186027795,0.850054411481188,1.03987911033363
year_c,-0.025058304948439,0.014563284533278,-1.72064927325833,0.085314486496367,-0.0536023426336638,0.00348573273678584,clim_warming,"Warming
rate",warming_rate_z,spec_D,Birding days,log_effort_days_z,0.975253048291935,0.947808934777356,1.0034918149681
warming_rate_z,-0.259214683942701,0.117758332030749,-2.20124282904258,0.0277188377801294,-0.490021014722968,-0.0284083531624337,clim_warming,"Warming
rate",warming_rate_z,spec_D,Birding days,log_effort_days_z,0.771657342819128,0.612613520145732,0.971991369999516
log_effort_days_z,0.153640882531304,0.103206605628049,1.4886729545686,0.136573510185245,-0.0486440644996715,0.35592582956228,clim_warming,"Warming
rate",warming_rate_z,spec_D,Birding days,log_effort_days_z,1.16607205473338,0.952520105088416,1.42750166591382
warming_rate_z:log_effort_days_z,-0.0982251082818388,0.0631420846052907,-1.55562029501966,0.119798409812647,-0.221983594108209,0.0255333775445309,clim_warming,"Warming
rate",warming_rate_z,spec_D,Birding days,log_effort_days_z,0.906444832546887,0.800928504173246,1.02586214645849
year_c,0.0104299230312826,0.0132741745220664,0.785730443271207,0.432025424014478,-0.0155874590319675,0.0364473050945327,clim_precip_vel,"Precipitation
velocity",precip_velocity_z,spec_A,Record-based,log_effort_record_z,1.01048450427284,0.984533396648424,1.03711965165581
precip_velocity_z,0.188569043443518,0.112665550081909,1.6737063219984,0.094188330704412,-0.0322554347170234,0.40939352160406,clim_precip_vel,"Precipitation
velocity",precip_velocity_z,spec_A,Record-based,log_effort_record_z,1.20752045147865,0.968259223467802,1.50590420973943
log_effort_record_z,-0.0904282013100252,0.0801394565060585,-1.12838550762057,0.259157145559134,-0.2475015360619,0.0666451334418495,clim_precip_vel,"Precipitation
velocity",precip_velocity_z,spec_A,Record-based,log_effort_record_z,0.913539922516013,0.780749021531179,1.06891608828899
precip_velocity_z:log_effort_record_z,-0.114144985245932,0.0498219309126548,-2.2910590407675,0.0219599991695741,-0.211795969834735,-0.0164940006571283,clim_precip_vel,"Precipitation
velocity",precip_velocity_z,spec_A,Record-based,log_effort_record_z,0.89212860102074,0.809129767606499,0.983641280574276
year_c,-0.0262941232522213,0.0152983824281779,-1.71875185992151,0.0856595645926811,-0.05627895281145,0.00369070630700741,clim_precip_vel,"Precipitation
velocity",precip_velocity_z,spec_B,Observer visits,log_effort_visits_z,0.974048557143436,0.945275411875092,1.00369752534998
precip_velocity_z,0.212163408889834,0.112108071986185,1.89249003333123,0.0584257203357767,-0.00756841220308771,0.431895229982756,clim_precip_vel,"Precipitation
velocity",precip_velocity_z,spec_B,Observer visits,log_effort_visits_z,1.23634989913707,0.992460156110858,1.5401737426782
log_effort_visits_z,0.166407683752033,0.0979935932237046,1.69814860622724,0.0894797176713182,-0.0256597589664281,0.358475126470494,clim_precip_vel,"Precipitation
velocity",precip_velocity_z,spec_B,Observer visits,log_effort_visits_z,1.18105450031746,0.974666654789525,1.43114543404724
precip_velocity_z:log_effort_visits_z,-0.136822092823372,0.0524118277716124,-2.61051939305728,0.00904048459443954,-0.239549275255733,-0.034094910391012,clim_precip_vel,"Precipitation
velocity",precip_velocity_z,spec_B,Observer visits,log_effort_visits_z,0.872125369693311,0.786982493622897,0.966479771311352
year_c,-0.00624461770767388,0.0105129444869173,-0.59399321621501,0.552516650255012,-0.0268499889020319,0.0143607534866841,clim_precip_vel,"Precipitation
velocity",precip_velocity_z,spec_C,PCA composite,effort_pc1_z,0.993774839395692,0.973507267465379,1.01446436449028
precip_velocity_z,0.196582863620837,0.111417221777409,1.76438489925348,0.0776671988134005,-0.0217948910628859,0.414960618304559,clim_precip_vel,"Precipitation
velocity",precip_velocity_z,spec_C,PCA composite,effort_pc1_z,1.2172361812967,0.978440901444596,1.51431110337907
effort_pc1_z,-0.00639997444964004,0.0591010782908677,-0.108288624077929,0.913766746221352,-0.122238087899741,0.109438139000461,clim_precip_vel,"Precipitation
velocity",precip_velocity_z,spec_C,PCA composite,effort_pc1_z,0.993620461766509,0.884937650472313,1.11565105351112
precip_velocity_z:effort_pc1_z,-0.146802658916886,0.0559996895817389,-2.6214905834899,0.00875461808006432,-0.256562050497094,-0.0370432673366777,clim_precip_vel,"Precipitation
velocity",precip_velocity_z,spec_C,PCA composite,effort_pc1_z,0.86346435759582,0.773706984166981,0.963634440551275
year_c,-0.0219069634192097,0.0142014708779019,-1.54258411734646,0.122931714086333,-0.0497418463398973,0.00592791950147798,clim_precip_vel,"Precipitation
velocity",precip_velocity_z,spec_D,Birding days,log_effort_days_z,0.978331251411731,0.951475019557514,1.00594552438587
precip_velocity_z,0.196495233035296,0.111436845984759,1.76328781830536,0.0778519588070047,-0.0219209850948314,0.414911451165422,clim_precip_vel,"Precipitation
velocity",precip_velocity_z,spec_D,Birding days,log_effort_days_z,1.21712951885091,0.978317533664446,1.51423665086468
log_effort_days_z,0.154717693479017,0.101720875171502,1.52100238243293,0.128259239455332,-0.0446552218571266,0.35409060881516,clim_precip_vel,"Precipitation
velocity",precip_velocity_z,spec_D,Birding days,log_effort_days_z,1.16732837017345,0.95632714569666,1.42488428770799
precip_velocity_z:log_effort_days_z,-0.11062273015722,0.0580081270017856,-1.90702123779681,0.0565178373674325,-0.224318659080719,0.00307319876628004,clim_precip_vel,"Precipitation
velocity",precip_velocity_z,spec_D,Birding days,log_effort_days_z,0.895276446027598,0.799060465921804,1.00307792588282
