"species_lat","class_lat","order_lat","family_lat","genus_lat","species","order","family","genus","genus_size","n_congeners","n_new_records","new_record","mass","hwi","habitat_av","habitat_density_av","migration_av_raw","trophic_level_av","trophic_niche_av","range_size_av","centroid_latitude","centroid_longitude","endemic_cn","diet_cn","clutch_raw","migration_cn_raw","range_size_provinces","clutch_size","endemic_status","migration_class_av","diet_group_av","forest_association","log_mass","log_hwi","log_range_provinces","log_clutch_size","log_n_congeners","tree_label","z_log_mass","z_log_hwi","z_log_range_provinces","z_log_clutch_size","z_log_n_congeners","phylo_species"
"Hypsipetes leucocephalus","Aves","PASSERIFORMES","Pycnonotidae","Hypsipetes","Hypsipetes leucocephalus","Passeriformes","Pycnonotidae","Hypsipetes",2,1,1,1,51.8,24.7,"Forest",1,"3","Herbivore","Frugivore",4614841.53,25.06,103.26,"否","杂食性","2-4","RSW",22,3,"Non_endemic","Long_distance_migrant","Fruit_nectar","Forest_primary",1.71432975974523,3.24649099190117,3.13549421592915,1.38629436111989,0.693147180559945,"Hypsipetes_leucocephalus",-0.26575338904219,-0.250791495197154,0.963280689027329,-0.521195719216021,-0.787014610288271,"Hypsipetes_leucocephalus"
"Pycnonotus finlaysoni","Aves","PASSERIFORMES","Pycnonotidae","Pycnonotus","Pycnonotus finlaysoni","Passeriformes","Pycnonotidae","Pycnonotus",10,9,0,0,26.3,12.7,"Shrubland",2,"1","Herbivore","Omnivore",1253924.24,15.52,102.3,"否","杂食性","2-3","R",2,2.5,"Non_endemic","Resident_low","Omnivore","Non_forest",1.41995574848976,2.61739583283408,1.09861228866811,1.25276296849537,2.30258509299405,"Pycnonotus_finlaysoni",-0.650277134514071,-1.51849931587424,-1.07882284575047,-0.889910430137798,0.803515062789279,"Pycnonotus_finlaysoni"
"Pycnonotus flavescens","Aves","PASSERIFORMES","Pycnonotidae","Pycnonotus","Pycnonotus flavescens","Passeriformes","Pycnonotidae","Pycnonotus",10,9,0,0,28.9,14.2,"Forest",2,"1","Omnivore","Omnivore",917016.17,20.79,99.61,"否","杂食性","2-4","R",2,3,"Non_endemic","Resident_low","Omnivore","Forest_primary",1.46089784275655,2.72129542785223,1.09861228866811,1.38629436111989,2.30258509299405,"Pycnonotus_flavescens",-0.596796844702529,-1.30912824176676,-1.07882284575047,-0.521195719216021,0.803515062789279,"Pycnonotus_flavescens"
"Pycnonotus jocosus","Aves","PASSERIFORMES","Pycnonotidae","Pycnonotus","Pycnonotus jocosus","Passeriformes","Pycnonotidae","Pycnonotus",10,9,3,1,29.47,14.2,"Shrubland",2,"1","Herbivore","Omnivore",5185044.87,20.23,93.52,"否","杂食性","3","RW",15,3,"Non_endemic","Resident_low","Omnivore","Non_forest",1.46938013584993,2.72129542785223,2.77258872223978,1.38629436111989,2.30258509299405,"Pycnonotus_jocosus",-0.58571691581701,-1.30912824176676,0.599444876290812,-0.521195719216021,0.803515062789279,"Pycnonotus_jocosus"
"Pycnonotus sinensis","Aves","PASSERIFORMES","Pycnonotidae","Pycnonotus","Pycnonotus sinensis","Passeriformes","Pycnonotidae","Pycnonotus",10,9,6,1,34.2,20.8,"Human Modified",2,"3","Herbivore","Frugivore",3154277.75,30.71,112.66,"否","杂食性","4","RSWP",28,4,"Non_endemic","Long_distance_migrant","Fruit_nectar","Non_forest",1.53402610605614,3.08190996979504,3.36729582998647,1.6094379124341,2.30258509299405,"Pycnonotus_sinensis",-0.501273623804447,-0.582443465255816,1.19567653342965,0.0949613386844429,0.803515062789279,"Pycnonotus_sinensis"
"Pycnonotus taivanus","Aves","PASSERIFORMES","Pycnonotidae","Pycnonotus","Pycnonotus taivanus","Passeriformes","Pycnonotidae","Pycnonotus",10,9,0,0,26.11,17.2,"Forest",2,"1","Herbivore","Omnivore",7274.28,23.06,121.12,"是","杂食性","3-4","R",1,3.5,"Endemic","Resident_low","Omnivore","Forest_primary",1.41680687182294,2.90142159408275,0.693147180559945,1.50407739677627,2.30258509299405,"Pycnonotus_taivanus",-0.654390329985329,-0.946150802904198,-1.48532737574557,-0.195966294958842,0.803515062789279,"Pycnonotus_taivanus"
"Pycnonotus xanthorrhous","Aves","PASSERIFORMES","Pycnonotidae","Pycnonotus","Pycnonotus xanthorrhous","Passeriformes","Pycnonotidae","Pycnonotus",10,9,2,1,26.9,15.8,"Shrubland",2,"1","Herbivore","Frugivore",1741022.34,27.08,106.25,"否","杂食性","2-5","R",19,3.5,"Non_endemic","Resident_low","Fruit_nectar","Non_forest",1.42975228000241,2.82137888640921,2.99573227355399,1.50407739677627,2.30258509299405,"Pycnonotus_xanthorrhous",-0.63748049199182,-1.10744717443627,0.823160462748181,-0.195966294958842,0.803515062789279,"Pycnonotus_xanthorrhous"
"Spizixos semitorques","Aves","PASSERIFORMES","Pycnonotidae","Spizixos","Spizixos semitorques","Passeriformes","Pycnonotidae","Spizixos",2,1,3,1,39,14.8,"Shrubland",2,"1","Omnivore","Omnivore",2328094.86,28.41,111.05,"否","杂食性","3-4","R",18,3.5,"Non_endemic","Resident_low","Omnivore","Non_forest",1.5910646070265,2.76000994003292,2.94443897916644,1.50407739677627,0.693147180559945,"Spizixos_semitorques",-0.42676752886867,-1.23111351035802,0.771735676472,-0.195966294958842,-0.787014610288271,"Spizixos_semitorques"
"Regulus goodfellowi","Aves","PASSERIFORMES","Regulidae","Regulus","Regulus goodfellowi","Passeriformes","Regulidae","Regulus",2,1,0,0,4.1,21.9,"Forest",2,"2","Carnivore","Invertivore",22144.91,23.79,121.1,"是","食虫","7-12","R",1,9.5,"Endemic","Partial_migrant","Invertebrate","Forest_primary",0.612783856719735,3.13113691056019,0.693147180559945,2.35137525716348,0.693147180559945,"Regulus_goodfellowi",-1.70463909309631,-0.483244835451492,-1.48532737574557,2.14364223841262,-0.787014610288271,"Regulus_goodfellowi"
"Regulus regulus","Aves","PASSERIFORMES","Regulidae","Regulus","Regulus regulus","Passeriformes","Regulidae","Regulus",2,1,2,1,5.54,22,"Forest",1,"3","Carnivore","Invertivore",13206760.36,51.77,58.18,"否","食虫","7-12","RSWP",26,9.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",0.74350976472843,3.13549421592915,3.29583686600433,2.35137525716348,0.693147180559945,"Regulus_regulus",-1.5338794001352,-0.474464303581728,1.12403438226396,2.14364223841262,-0.787014610288271,"Regulus_regulus"
"Rhipidura albicollis","Aves","PASSERIFORMES","Rhipiduridae","Rhipidura","Rhipidura albicollis","Passeriformes","Rhipiduridae","Rhipidura",3,2,0,0,12.9,17.6,"Forest",2,"1","Carnivore","Invertivore",4165283.42,20.09,99.7,"否","食虫","3","R",7,3,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.11058971029925,2.92316158071916,2.07944154167984,1.38629436111989,1.09861228866811,"Rhipidura_albicollis",-1.05438409769151,-0.902341928073152,-0.0954792077213139,-0.521195719216021,-0.386313048046404,"Rhipidura_albicollis"
"Rhipidura aureola","Aves","PASSERIFORMES","Rhipiduridae","Rhipidura","Rhipidura aureola","Passeriformes","Rhipiduridae","Rhipidura",3,2,0,0,11.2,21.2,"Forest",2,"1","Carnivore","Invertivore",4306980.92,21.46,83.73,"否","食虫","3","R",1,3,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.04921802267018,3.10009228887823,0.693147180559945,1.38629436111989,1.09861228866811,"Rhipidura_aureola",-1.13455038374514,-0.545803749041837,-1.48532737574557,-0.521195719216021,-0.386313048046404,"Rhipidura_aureola"
"Abroscopus schisticeps","Aves","PASSERIFORMES","Scotocercidae","Abroscopus","Abroscopus schisticeps","Passeriformes","Scotocercidae","Abroscopus",3,2,0,0,4.7,16.1,"Forest",1,"1","Carnivore","Invertivore",909217.05,26.7,95.58,"否","食虫","4-5","R",4,4.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",0.672097857935718,2.83907846350861,1.6094379124341,1.70474809223843,1.09861228866811,"Abroscopus_schisticeps",-1.62716064379564,-1.07178024553339,-0.566687705276071,0.358137395668069,-0.386313048046404,"Abroscopus_schisticeps"
"Abroscopus superciliaris","Aves","PASSERIFORMES","Scotocercidae","Abroscopus","Abroscopus superciliaris","Passeriformes","Scotocercidae","Abroscopus",3,2,0,0,6.48,12.7,"Shrubland",1,"1","Carnivore","Invertivore",2493437.47,9.89,105.2,"否","食虫","3-5","R",4,4,"Non_endemic","Resident_low","Invertebrate","Non_forest",0.811575005870593,2.61739583283408,1.6094379124341,1.6094379124341,1.09861228866811,"Abroscopus_superciliaris",-1.44496971225614,-1.51849931587424,-0.566687705276071,0.0949613386844429,-0.386313048046404,"Abroscopus_superciliaris"
"Cettia cetti","Aves","PASSERIFORMES","Scotocercidae","Cettia","Cettia cetti","Passeriformes","Scotocercidae","Cettia",4,3,0,0,13.22,14.3,"Shrubland",2,"1","Carnivore","Invertivore",5290133.33,41.65,39.12,"否","食虫","4","R",1,4,"Non_endemic","Resident_low","Invertebrate","Non_forest",1.12123145514962,2.72785282839839,0.693147180559945,1.6094379124341,1.38629436111989,"Cettia_cetti",-1.04048340187,-1.29591423457585,-1.48532737574557,0.0949613386844429,-0.102010765173633,"Cettia_cetti"
"Tickellia hodgsoni","Aves","PASSERIFORMES","Scotocercidae","Tickellia","Tickellia hodgsoni","Passeriformes","Scotocercidae","Tickellia",1,0,0,0,4.5,12.9,"Forest",1,"2","Carnivore","Invertivore",616057.05,25.2,97.43,"否","食虫","3","R",3,3,"Non_endemic","Partial_migrant","Invertebrate","Forest_primary",0.653212513775344,2.63188884013665,1.38629436111989,1.38629436111989,0,"Tickellia_hodgsoni",-1.65182947661855,-1.48929403836131,-0.79040329173344,-0.521195719216021,-1.47201845540291,"Tickellia_hodgsoni"
"Urosphena squameiceps","Aves","PASSERIFORMES","Scotocercidae","Urosphena","Urosphena squameiceps","Passeriformes","Scotocercidae","Urosphena",1,0,1,1,9.3,20.3,"Forest",1,"3","Carnivore","Invertivore",1055595.39,41.78,134.11,"否","食虫","5-7","SWP",24,6,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",0.968482948553935,3.05870707271538,3.2188758248682,1.94591014905531,0,"Urosphena_squameiceps",-1.2400099416651,-0.629200293163815,1.04687604920555,1.02404820747675,-1.47201845540291,"Urosphena_squameiceps"
"Sitta europaea","Aves","PASSERIFORMES","Sittidae","Sitta","Sitta europaea","Passeriformes","Sittidae","Sitta",11,10,0,0,20.37,23.8,"Forest",1,"1","Carnivore","Invertivore",21575986.15,52.64,82.46,"否","食虫","8-9","R",26,8.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.30899102900016,3.21084365317094,3.29583686600433,2.2512917986065,2.39789527279837,"Sitta_europaea",-0.795223929821844,-0.322625476818728,1.12403438226396,1.86728592425618,0.897705505274796,"Sitta_europaea"
"Sitta frontalis","Aves","PASSERIFORMES","Sittidae","Sitta","Sitta frontalis","Passeriformes","Sittidae","Sitta",11,10,0,0,16.5,23,"Forest",1,"1","Carnivore","Invertivore",5214819.55,14.99,97.27,"否","食虫","3-6","R",6,4.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.21748394421391,3.17805383034795,1.94591014905531,1.70474809223843,2.39789527279837,"Sitta_frontalis",-0.914754342269455,-0.388701195622484,-0.229352912049878,0.358137395668069,0.897705505274796,"Sitta_frontalis"
"Sitta himalayensis","Aves","PASSERIFORMES","Sittidae","Sitta","Sitta himalayensis","Passeriformes","Sittidae","Sitta",11,10,0,0,14.28,20.4,"Forest",1,"1","Carnivore","Invertivore",413170.09,27.45,88.46,"否","食虫","4-6","R",2,5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.15472820744016,3.06339092202781,1.09861228866811,1.79175946922805,2.39789527279837,"Sitta_himalayensis",-0.996728531672839,-0.619761733164337,-1.07882284575047,0.598398311719844,0.897705505274796,"Sitta_himalayensis"
"Sitta villosa","Aves","PASSERIFORMES","Sittidae","Sitta","Sitta villosa","Passeriformes","Sittidae","Sitta",11,10,2,1,9.38,22.1,"Forest",1,"1","Omnivore","Omnivore",1815019.4,38.94,113.72,"否","食虫","5-6","R",11,5.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",0.972202838379065,3.13983261752775,2.484906649788,1.87180217690159,2.39789527279837,"Sitta_villosa",-1.23515086473028,-0.465721865245472,0.311025322273778,0.819416929448424,0.897705505274796,"Sitta_villosa"
"Tichodroma muraria","Aves","PASSERIFORMES","Sittidae","Tichodroma","Tichodroma muraria","Passeriformes","Sittidae","Tichodroma",1,0,0,0,17.6,19.2,"Rock",1,"2","Carnivore","Invertivore",5602345.09,37.22,78.71,"否","食虫","4-5","RSW",25,4.5,"Non_endemic","Partial_migrant","Invertebrate","Non_forest",1.24551266781415,3.00568260440716,3.25809653802148,1.70474809223843,0,"Tichodroma_muraria",-0.878142041701222,-0.736051430376915,1.08619730582572,0.358137395668069,-1.47201845540291,"Tichodroma_muraria"
"Culicicapa ceylonensis","Aves","PASSERIFORMES","Stenostiridae","Culicicapa","Culicicapa ceylonensis","Passeriformes","Stenostiridae","Culicicapa",1,0,0,0,7.7,18.9,"Woodland",1,"1","Carnivore","Invertivore",4653880.02,17.21,103.12,"否","食虫","3","RSWV",20,3,"Non_endemic","Resident_low","Invertebrate","Forest_primary",0.886490725172482,2.99071973173045,3.04452243772342,1.38629436111989,0,"Culicicapa_ceylonensis",-1.34711164096165,-0.766203547173033,0.87207570195734,-0.521195719216021,-1.47201845540291,"Culicicapa_ceylonensis"
"Acridotheres albocinctus","Aves","PASSERIFORMES","Sturnidae","Acridotheres","Acridotheres albocinctus","Passeriformes","Sturnidae","Acridotheres",6,5,0,0,98.9,25.3,"Grassland",3,"1","Omnivore","Omnivore",328212.57,23.37,96.03,"否","杂食性","4-6","R",1,5,"Non_endemic","Resident_low","Omnivore","Non_forest",1.99519629159718,3.26956893918372,0.693147180559945,1.79175946922805,1.79175946922805,"Acridotheres_albocinctus",0.101126317304167,-0.204286457233358,-1.48532737574557,0.598398311719844,0.298690797068234,"Acridotheres_albocinctus"
"Acridotheres cristatellus","Aves","PASSERIFORMES","Sturnidae","Acridotheres","Acridotheres cristatellus","Passeriformes","Sturnidae","Acridotheres",6,5,1,1,116.31,24.1,"Grassland",3,"2","Omnivore","Omnivore",3073262.93,26.65,109.29,"否","杂食性","4-5","R",23,4.5,"Non_endemic","Partial_migrant","Omnivore","Non_forest",2.06561705572687,3.22286784613774,3.17805383034795,1.70474809223843,1.79175946922805,"Acridotheres_cristatellus",0.193112888627684,-0.298395178362848,1.0059494062859,0.358137395668069,0.298690797068234,"Acridotheres_cristatellus"
"Acridotheres grandis","Aves","PASSERIFORMES","Sturnidae","Acridotheres","Acridotheres grandis","Passeriformes","Sturnidae","Acridotheres",6,5,0,0,98.91,24.9,"Grassland",3,"1","Omnivore","Invertivore",1707140.6,17.79,101.37,"否","杂食性","4-6","R",3,5,"Non_endemic","Resident_low","Invertebrate","Non_forest",1.99524020186282,3.25424296870549,1.38629436111989,1.79175946922805,1.79175946922805,"Acridotheres_grandis",0.101183674744571,-0.235170262894057,-0.79040329173344,0.598398311719844,0.298690797068234,"Acridotheres_grandis"
"Acridotheres tristis","Aves","PASSERIFORMES","Sturnidae","Acridotheres","Acridotheres tristis","Passeriformes","Sturnidae","Acridotheres",6,5,4,1,116.43,23.6,"Human Modified",3,"2","Carnivore","Omnivore",8561587.67,27.06,81.59,"否","杂食性","4-6","R",10,5,"Non_endemic","Partial_migrant","Omnivore","Non_forest",2.06606489745968,3.20274644293832,2.39789527279837,1.79175946922805,1.79175946922805,"Acridotheres_tristis",0.193697878381849,-0.338942398972096,0.223790889026419,0.598398311719844,0.298690797068234,"Acridotheres_tristis"
"Ampeliceps coronatus","Aves","PASSERIFORMES","Sturnidae","Ampeliceps","Ampeliceps coronatus","Passeriformes","Sturnidae","Ampeliceps",1,0,0,0,87.87,30,"Forest",1,"1","Herbivore","Frugivore",1377766.1,17.53,101.09,"否","杂食性","3-4","VR",2,3.5,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",1.94384062640126,3.43398720448515,1.09861228866811,1.50407739677627,0,"Ampeliceps_coronatus",0.0340433820677532,0.12703753688841,-1.07882284575047,-0.195966294958842,-1.47201845540291,"Ampeliceps_coronatus"
"Aplonis panayensis","Aves","PASSERIFORMES","Sturnidae","Aplonis","Aplonis panayensis","Passeriformes","Sturnidae","Aplonis",1,0,0,0,56.2,34.9,"Shrubland",1,"1","Herbivore","Frugivore",2145170.85,3.77,109.47,"否","杂食性","3-4","R",1,3.5,"Non_endemic","Resident_low","Fruit_nectar","Non_forest",1.74973631556906,3.58073729549423,0.693147180559945,1.50407739677627,0,"Aplonis_panayensis",-0.21950385294499,0.422757882810594,-1.48532737574557,-0.195966294958842,-1.47201845540291,"Aplonis_panayensis"
"Gracula religiosa","Aves","PASSERIFORMES","Sturnidae","Gracula","Gracula religiosa","Passeriformes","Sturnidae","Gracula",1,0,0,0,192,26,"Forest",1,"1","Herbivore","Frugivore",3864550.11,12.45,101.59,"否","杂食性","3","R",5,3,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.28330122870355,3.29583686600433,1.79175946922805,1.38629436111989,0,"Gracula_religiosa",0.477461133793582,-0.151353199389119,-0.383898761738348,-0.521195719216021,-1.47201845540291,"Gracula_religiosa"
"Sturnus vulgaris","Aves","PASSERIFORMES","Sturnidae","Sturnus","Sturnus vulgaris","Passeriformes","Sturnidae","Sturnus",1,0,4,1,77.14,38.4,"Human Modified",3,"2","Omnivore","Omnivore",17082191.68,50.32,52.41,"否","杂食性","5","SPV",26,5,"Non_endemic","Partial_migrant","Omnivore","Non_forest",1.88727963453002,3.67376581630389,3.29583686600433,1.79175946922805,0,"Sturnus_vulgaris",-0.0398389703490774,0.610222341369307,1.12403438226396,0.598398311719844,-1.47201845540291,"Sturnus_vulgaris"
"Pomatorhinus ferruginosus","Aves","PASSERIFORMES","Timaliidae","Pomatorhinus","Pomatorhinus ferruginosus","Passeriformes","Timaliidae","Pomatorhinus",6,5,0,0,40,8.6,"Forest",1,"1","Carnivore","Invertivore",130932.12,27.87,92.08,"否","杂食性","3-4","R",2,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.60205999132796,2.26176309847379,1.09861228866811,1.50407739677627,1.79175946922805,"Pomatorhinus_ferruginosus",-0.412404894285307,-2.23514510807183,-1.07882284575047,-0.195966294958842,0.298690797068234,"Pomatorhinus_ferruginosus"
"Pomatorhinus ochraceiceps","Aves","PASSERIFORMES","Timaliidae","Pomatorhinus","Pomatorhinus ochraceiceps","Passeriformes","Timaliidae","Pomatorhinus",6,5,0,0,34,7.4,"Forest",1,"1","Carnivore","Invertivore",662845.4,22.02,98.7,"否","杂食性","3-4","R",1,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.53147891704226,2.12823170584927,0.693147180559945,1.50407739677627,1.79175946922805,"Pomatorhinus_ochraceiceps",-0.504600869493918,-2.50422807317848,-1.48532737574557,-0.195966294958842,0.298690797068234,"Pomatorhinus_ochraceiceps"
"Pomatorhinus ruficollis","Aves","PASSERIFORMES","Timaliidae","Pomatorhinus","Pomatorhinus ruficollis","Passeriformes","Timaliidae","Pomatorhinus",6,5,0,0,31.61,10,"Forest",2,"1","Carnivore","Invertivore",2706746.89,26.98,106.02,"否","杂食性","4","R",18,4,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.49982449583958,2.39789527279837,2.94443897916644,1.6094379124341,1.79175946922805,"Pomatorhinus_ruficollis",-0.545949209144166,-1.96082123266169,0.771735676472,0.0949613386844429,0.298690797068234,"Pomatorhinus_ruficollis"
"Spelaeornis chocolatinus","Aves","PASSERIFORMES","Timaliidae","Spelaeornis","Spelaeornis chocolatinus","Passeriformes","Timaliidae","Spelaeornis",5,4,0,0,11.83,8.6,"Forest",1,"1","Carnivore","Invertivore",11101.97,26.32,94.46,"否","食虫","3","R",2,3,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.07298474462793,2.26176309847379,1.09861228866811,1.38629436111989,1.6094379124341,"Spelaeornis_chocolatinus",-1.10350528942514,-2.23514510807183,-1.07882284575047,-0.521195719216021,0.118511217674641,"Spelaeornis_chocolatinus"
"Stachyris nigriceps","Aves","PASSERIFORMES","Timaliidae","Stachyris","Stachyris nigriceps","Passeriformes","Timaliidae","Stachyris",5,4,0,0,15.8,9.6,"Shrubland",1,"1","Carnivore","Invertivore",1916677.61,17.51,100.77,"否","食虫","3-5","R",3,4,"Non_endemic","Resident_low","Invertebrate","Non_forest",1.19865708695442,2.36085400111802,1.38629436111989,1.6094379124341,1.6094379124341,"Stachyris_nigriceps",-0.93934677703639,-2.035464168822,-0.79040329173344,0.0949613386844429,0.118511217674641,"Stachyris_nigriceps"
"Timalia pileata","Aves","PASSERIFORMES","Timaliidae","Timalia","Timalia pileata","Passeriformes","Timaliidae","Timalia",1,0,1,1,16,7.5,"Shrubland",1,"1","Carnivore","Invertivore",2665313.17,20.23,100.09,"否","食虫","3-5","R",5,4,"Non_endemic","Resident_low","Invertebrate","Non_forest",1.20411998265592,2.14006616349627,1.79175946922805,1.6094379124341,0,"Timalia_pileata",-0.932210912333847,-2.48038011584429,-0.383898761738348,0.0949613386844429,-1.47201845540291,"Timalia_pileata"
"Troglodytes troglodytes","Aves","PASSERIFORMES","Troglodytidae","Troglodytes","Troglodytes troglodytes","Passeriformes","Troglodytidae","Troglodytes",1,0,0,0,9.74,15.7,"Forest",1,"3","Carnivore","Invertivore",15761767.29,46.78,62.81,"否","食虫","4-6","RSWP",27,5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",0.988558956878616,2.81540871942271,3.3322045101752,1.79175946922805,0,"Troglodytes_troglodytes",-1.21378581310767,-1.11947783032426,1.16049525597437,0.598398311719844,-1.47201845540291,"Troglodytes_troglodytes"
"Cochoa viridis","Aves","PASSERIFORMES","Turdidae","Cochoa","Cochoa viridis","Passeriformes","Turdidae","Cochoa",2,1,0,0,120,27.6,"Forest",1,"1","Omnivore","Frugivore",1337235.03,20.3,100.59,"否","食虫","2-4","R",3,3,"Non_endemic","Resident_low","Fruit_nectar","Forest_primary",2.07918124604762,3.35340671782581,1.38629436111989,1.38629436111989,0.693147180559945,"Cochoa_viridis",0.210831005944442,-0.0353425286067609,-0.79040329173344,-0.521195719216021,-0.787014610288271,"Cochoa_viridis"
"Turdus albocinctus","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus albocinctus","Passeriformes","Turdidae","Turdus",25,24,0,0,99.4,25.1,"Forest",1,"2","Omnivore","Invertivore",375417.67,28.91,86.49,"否","杂食性","3-4","R",4,3.5,"Non_endemic","Partial_migrant","Invertebrate","Forest_primary",1.99738638439731,3.26193531432865,1.6094379124341,1.50407739677627,3.2188758248682,"Turdus_albocinctus",0.103987108862657,-0.219669195106018,-0.566687705276071,-0.195966294958842,1.70904089075219,"Turdus_albocinctus"
"Turdus boulboul","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus boulboul","Passeriformes","Turdidae","Turdus",25,24,10,1,97.1,27.1,"Forest",1,"2","Omnivore","Invertivore",895101.39,24.7,97.64,"否","杂食性","3-4","S",9,3.5,"Non_endemic","Partial_migrant","Invertebrate","Forest_primary",1.987219229908,3.3357695763397,2.30258509299405,1.50407739677627,3.2188758248682,"Turdus_boulboul",0.0907063429813674,-0.0708836417024052,0.128236378736056,-0.195966294958842,1.70904089075219,"Turdus_boulboul"
"Turdus cardis","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus cardis","Passeriformes","Turdidae","Turdus",25,24,2,1,58.9,29.2,"Forest",1,"3","Omnivore","Invertivore",700863.37,34.4,125.98,"否","杂食性","3-5","SWP",20,4,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.7701152947871,3.40784192438082,3.04452243772342,1.6094379124341,3.2188758248682,"Turdus_cardis",-0.192883971032201,0.0743514279836877,0.87207570195734,0.0949613386844429,1.70904089075219,"Turdus_cardis"
"Turdus chrysolaus","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus chrysolaus","Passeriformes","Turdidae","Turdus",25,24,0,0,65.4,31.3,"Forest",1,"3","Omnivore","Invertivore",317940.09,42.71,141.52,"否","杂食性","3-4","SWP",12,3.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.81557774832427,3.47506723022861,2.56494935746154,1.50407739677627,3.2188758248682,"Turdus_chrysolaus",-0.13349899734551,0.209819082983652,0.391273221813596,-0.195966294958842,1.70904089075219,"Turdus_chrysolaus"
"Turdus dissimilis","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus dissimilis","Passeriformes","Turdidae","Turdus",25,24,0,0,74.99,26.1,"Forest",1,"1","Omnivore","Invertivore",752193.68,23.83,100.95,"否","杂食性","3-4","RP",4,3.5,"Non_endemic","Resident_low","Invertebrate","Forest_primary",1.87500335360004,3.29953372788566,1.6094379124341,1.50407739677627,3.2188758248682,"Turdus_dissimilis",-0.0558747661162689,-0.143903546262127,-0.566687705276071,-0.195966294958842,1.70904089075219,"Turdus_dissimilis"
"Turdus feae","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus feae","Passeriformes","Turdidae","Turdus",25,24,3,1,71,31.9,"Forest",1,"3","Omnivore","Omnivore",188621.54,38.78,113.66,"否","杂食性","4","SP",7,4,"Non_endemic","Long_distance_migrant","Omnivore","Forest_primary",1.85125834871908,3.49347265777133,2.07944154167984,1.6094379124341,3.2188758248682,"Turdus_feae",-0.0868914926748953,0.24690839149686,-0.0954792077213139,0.0949613386844429,1.70904089075219,"Turdus_feae"
"Turdus hortulorum","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus hortulorum","Passeriformes","Turdidae","Turdus",25,24,0,0,66.7,28.4,"Forest",1,"3","Carnivore","Invertivore",1755458.64,50.79,131.93,"否","杂食性","3-5","SWPV",31,4,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.82412583391655,3.38099467434464,3.46573590279973,1.6094379124341,3.2188758248682,"Turdus_hortulorum",-0.12233312752385,0.0202507591993035,1.29436896030294,0.0949613386844429,1.70904089075219,"Turdus_hortulorum"
"Turdus iliacus","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus iliacus","Passeriformes","Turdidae","Turdus",25,24,0,0,61.2,32.3,"Forest",1,"3","Omnivore","Invertivore",11966382.53,61.67,73.85,"否","杂食性","5-6","P",1,5.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.78675142214556,3.5055573969864,0.693147180559945,1.87180217690159,3.2188758248682,"Turdus_iliacus",-0.171153160031802,0.271260698445952,-1.48532737574557,0.819416929448424,1.70904089075219,"Turdus_iliacus"
"Turdus kessleri","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus kessleri","Passeriformes","Turdidae","Turdus",25,24,0,0,76.26,28.9,"Forest",2,"3","Omnivore","Invertivore",1057615.83,33.75,99.56,"否","食虫","4-5","R",5,4.5,"Non_endemic","Long_distance_migrant","Invertebrate","Forest_primary",1.88229680093765,3.39785848039664,1.79175946922805,1.70474809223843,3.2188758248682,"Turdus_kessleri",-0.0463477576833605,0.0542335017309904,-0.383898761738348,0.358137395668069,1.70904089075219,"Turdus_kessleri"
"Turdus merula","Aves","PASSERIFORMES","Turdidae","Turdus","Turdus merula","Passeriformes","Turdidae","Turdus",25,24,0,0,102.73,23.1,"Forest",2,"1","Omnivore","Omnivore",10572243.36,49.18,28.15,"否","杂食性","5-6","R",2,5.5,"Non_endemic","Resident_low","Omnivore","Forest_primary",2.01169728811414,3.18221184049661,1.09861228866811,1.87180217690159,3.2188758248682,"Turdus_merula",0.122680614701754,-0.380322269305943,-1.07882284575047,0.819416929448424,1.70904089075219,"Turdus_merula"
